country,user,ordernum,orderstatus,date_ordered,channel
UK,5bea5,47bdb,cancelled,"2019-02-24 00:00:00",direct
UK,6c633,83624,finished,"2019-03-06 00:00:00",others
UK,7a115,339e5,finished,"2019-02-03 00:00:00",direct
UK,7a8d3,f2310,cancelled,"2019-04-12 00:00:00",google
UK,82910,eb72d,finished,"2019-03-28 00:00:00",direct
UK,8e745,9058f,finished,"2019-04-23 00:00:00",social
UK,a2b8e,0b19f,finished,"2019-02-01 00:00:00",direct
UK,bc536,61c46,finished,"2019-04-22 00:00:00",social
UK,d1887,987cf,finished,"2019-04-29 00:00:00",direct
UK,d2812,d25b3,finished,"2019-01-21 00:00:00",google
UK,e0b55,e5038,finished,"2019-04-07 00:00:00",google
UK,e9cb2,73a94,finished,"2019-02-09 00:00:00",direct
UK,e9cb2,9eb71,finished,"2019-02-14 00:00:00",direct
UK,e9cb2,ff723,finished,"2019-03-21 00:00:00",direct
UK,04d21,d031d,cancelled,"2019-04-02 00:00:00",google
UK,0ce86,f5463,finished,"2019-04-26 00:00:00",social
UK,0e3ba,ffe81,finished,"2019-03-15 00:00:00",social
UK,12288,cc6d9,finished,"2019-01-02 00:00:00",direct
UK,12288,58a76,finished,"2019-01-14 00:00:00",others
UK,24369,5e609,finished,"2019-04-12 00:00:00",social
UK,257c1,7af25,cancelled,"2019-04-02 00:00:00",google
UK,257c1,80ec3,cancelled,"2019-04-09 00:00:00",google
UK,2bd9b,4c094,finished,"2019-02-25 00:00:00",direct
UK,3ba96,3e25a,finished,"2019-03-24 00:00:00",google
UK,415ce,aea5a,finished,"2019-03-04 00:00:00",google
UK,6a500,38ccd,cancelled,"2019-04-23 00:00:00",social
UK,6b420,b1071,finished,"2019-04-27 00:00:00",direct
UK,75dff,7fded,finished,"2019-04-28 00:00:00",direct
UK,7c32b,c1fb3,finished,"2019-02-01 00:00:00",direct
UK,7c6bf,ab117,finished,"2019-01-15 00:00:00",google
UK,83d68,d3604,finished,"2019-05-02 00:00:00",social
UK,a6757,54f51,finished,"2019-03-29 00:00:00",others
UK,ae702,6b2e9,finished,"2019-05-07 00:00:00",google
UK,b37ac,35294,finished,"2019-03-16 00:00:00",direct
UK,f39fe,04eab,finished,"2019-03-02 00:00:00",google
UK,09723,e9eb0,cancelled,"2019-02-28 00:00:00",direct
UK,09723,957ed,finished,"2019-03-31 00:00:00",direct
UK,205d8,54d05,finished,"2019-05-10 00:00:00",google
UK,22c20,d9e48,finished,"2019-04-21 00:00:00",direct
UK,2f037,6f149,finished,"2019-01-18 00:00:00",google
UK,3b051,8b358,finished,"2019-03-16 00:00:00",others
UK,76605,7dbe6,finished,"2019-04-20 00:00:00",social
UK,769ef,a2bb7,cancelled,"2019-03-21 00:00:00",others
UK,769ef,3657d,finished,"2019-05-15 00:00:00",others
UK,7715b,ccc12,finished,"2019-05-16 00:00:00",google
UK,7715b,67b80,finished,"2019-05-16 00:00:00",google
UK,8386f,0cd8f,finished,"2019-04-29 00:00:00",others
USA,912b4,6d930,finished,"2019-04-23 00:00:00",others
USA,912b4,47ca6,finished,"2019-05-07 00:00:00",others
UK,95a2c,4b796,finished,"2019-03-17 00:00:00",direct
UK,b9462,5ef72,finished,"2019-05-11 00:00:00",social
UK,bfc8f,f207d,cancelled,"2019-04-07 00:00:00",google
UK,bfc8f,0dc2d,cancelled,"2019-04-16 00:00:00",google
UK,df846,fd0de,finished,"2019-05-01 00:00:00",social
UK,222b2,88f45,finished,"2019-04-22 00:00:00",social
UK,3539b,fe66a,finished,"2019-03-27 00:00:00",direct
UK,37dbe,154bd,cancelled,"2019-05-03 00:00:00",social
UK,41144,1fd1f,cancelled,"2019-04-20 00:00:00",social
UK,53e94,e7b7d,finished,"2019-01-31 00:00:00",direct
UK,80171,cf321,cancelled,"2019-03-23 00:00:00",direct
UK,959f9,8c5c8,cancelled,"2018-11-23 00:00:00",direct
UK,b9326,dc125,finished,"2019-01-02 00:00:00",direct
UK,bc34e,db610,finished,"2019-04-19 00:00:00",social
UK,c4b55,03a5b,finished,"2019-03-11 00:00:00",social
UK,c56b9,94c54,finished,"2019-03-04 00:00:00",others
UK,d634b,3fa0c,cancelled,"2019-05-13 00:00:00",google
UK,14a81,ae455,finished,"2019-04-16 00:00:00",direct
USA,1be90,e1171,cancelled,"2019-05-04 00:00:00",others
UK,3d7ae,aaf94,finished,"2019-04-25 00:00:00",direct
UK,4e32c,5c56c,finished,"2019-02-14 00:00:00",direct
UK,4e32c,e8d3b,cancelled,"2019-04-13 00:00:00",social
UK,4e32c,d780d,finished,"2019-04-14 00:00:00",social
UK,4e32c,10483,finished,"2019-05-13 00:00:00",others
UK,601d2,3f66c,finished,"2019-01-12 00:00:00",direct
UK,c471d,2085c,finished,"2019-03-17 00:00:00",direct
UK,c472c,c98d9,finished,"2019-04-12 00:00:00",social
UK,c472c,65683,finished,"2019-04-16 00:00:00",others
UK,d2ead,87acf,finished,"2019-01-19 00:00:00",direct
UK,042e1,15b98,finished,"2019-04-30 00:00:00",direct
USA,12869,dcbe7,finished,"2019-04-16 00:00:00",google
UK,33104,086d3,finished,"2019-03-28 00:00:00",direct
UK,33104,557c1,finished,"2019-04-07 00:00:00",others
UK,63aef,28408,finished,"2019-03-14 00:00:00",direct
UK,75e8e,b254a,finished,"2019-02-19 00:00:00",google
UK,78848,f437e,finished,"2019-05-11 00:00:00",social
UK,a6a11,24568,finished,"2019-05-11 00:00:00",others
UK,a7e53,16d44,finished,"2019-01-18 00:00:00",direct
UK,aa678,7b655,finished,"2019-04-17 00:00:00",direct
UK,ac106,d1ece,cancelled,"2019-03-12 00:00:00",direct
UK,b94ff,0eba3,finished,"2019-05-11 00:00:00",google
UK,c1c64,161df,finished,"2019-04-19 00:00:00",social
UK,d2536,edcfe,finished,"2019-04-20 00:00:00",social
UK,d2536,4b028,finished,"2019-05-03 00:00:00",direct
UK,d64c2,6af27,finished,"2019-02-14 00:00:00",direct
UK,e7563,e2d73,finished,"2019-02-18 00:00:00",direct
USA,ebe79,f0e38,finished,"2019-04-09 00:00:00",others
UK,f51dc,13d4c,finished,"2019-03-17 00:00:00",direct
UK,f51dc,39861,finished,"2019-04-21 00:00:00",social
UK,079d4,1442c,finished,"2019-05-14 00:00:00",others
UK,07bc8,60e59,finished,"2019-04-19 00:00:00",direct
UK,07bc8,d6df2,finished,"2019-05-03 00:00:00",others
UK,2f548,aeb0f,finished,"2019-04-19 00:00:00",google
UK,41b28,0d93c,finished,"2019-03-15 00:00:00",google
UK,41b28,51c59,finished,"2019-03-18 00:00:00",others
UK,57881,0f754,finished,"2019-03-16 00:00:00",direct
UK,5fa26,eae96,finished,"2019-01-18 00:00:00",direct
UK,5fa26,117b8,finished,"2019-02-01 00:00:00",others
UK,6fe0c,3ce64,finished,"2019-01-19 00:00:00",direct
UK,7ffbc,56024,finished,"2019-03-23 00:00:00",social
UK,83fd0,4a467,finished,"2019-04-30 00:00:00",social
UK,8621b,d1755,finished,"2019-04-27 00:00:00",others
UK,8b5a7,853bb,finished,"2019-03-13 00:00:00",direct
UK,b1ffd,f3b78,cancelled,"2019-03-16 00:00:00",direct
UK,b5309,05946,cancelled,"2019-02-23 00:00:00",direct
UK,b7e6f,d8b4d,finished,"2019-04-28 00:00:00",google
UK,bb0ce,aa58e,finished,"2019-03-21 00:00:00",google
UK,bb0ce,b79e9,finished,"2019-03-27 00:00:00",direct
UK,bc467,d86af,finished,"2019-01-21 00:00:00",direct
UK,bc467,c26c8,finished,"2019-01-21 00:00:00",google
UK,f1628,8b6f9,finished,"2019-03-25 00:00:00",direct
UK,0ad52,c76e9,cancelled,"2019-01-22 00:00:00",direct
UK,1bd1f,1c81c,finished,"2019-05-07 00:00:00",google
UK,1ed9d,c5cea,finished,"2019-01-05 00:00:00",google
UK,20563,9fdc6,finished,"2019-01-29 00:00:00",google
UK,20563,760c6,finished,"2019-01-29 00:00:00",others
UK,20563,ed4ab,finished,"2019-02-20 00:00:00",direct
UK,39537,b2309,finished,"2019-05-15 00:00:00",direct
UK,4bb08,3d53e,finished,"2019-01-21 00:00:00",direct
UK,50b94,44928,cancelled,"2019-04-17 00:00:00",others
UK,71ca8,64f4d,finished,"2019-04-08 00:00:00",direct
UK,75083,d78f5,finished,"2019-02-01 00:00:00",others
UK,78443,f649c,finished,"2019-04-28 00:00:00",google
UK,8a72f,6a218,finished,"2019-04-03 00:00:00",google
UK,8f27e,1d9d2,finished,"2019-04-28 00:00:00",google
UK,b0a3c,0801f,finished,"2019-05-13 00:00:00",social
UK,daccb,361b7,cancelled,"2018-12-19 00:00:00",social
UK,efe13,7076c,finished,"2019-01-25 00:00:00",others
UK,f93f9,2be02,finished,"2019-03-16 00:00:00",direct
UK,0456d,9a7e8,finished,"2019-05-03 00:00:00",direct
UK,1a438,c6e74,finished,"2018-11-23 00:00:00",direct
USA,1c7f5,b26d3,finished,"2019-03-26 00:00:00",direct
USA,1c7f5,8f345,finished,"2019-05-07 00:00:00",others
UK,34756,09638,finished,"2019-03-21 00:00:00",direct
UK,4031e,8a11e,finished,"2019-05-12 00:00:00",social
UK,4031e,92b4e,finished,"2019-05-12 00:00:00",social
UK,44c78,dc615,finished,"2019-04-29 00:00:00",direct
UK,5902d,5fe23,finished,"2019-05-12 00:00:00",others
UK,5902d,3332e,finished,"2019-05-14 00:00:00",google
UK,5902d,0307c,finished,"2019-05-14 00:00:00",google
UK,5902d,f788e,finished,"2019-05-14 00:00:00",google
UK,5902d,f6d99,finished,"2019-05-15 00:00:00",social
UK,5902d,ec4de,finished,"2019-05-16 00:00:00",social
UK,75553,fb117,finished,"2019-05-16 00:00:00",social
UK,764fa,8aacc,finished,"2019-02-12 00:00:00",others
UK,8b9f2,7073e,finished,"2019-03-23 00:00:00",others
UK,90305,0a92f,cancelled,"2019-03-15 00:00:00",direct
UK,a0723,5fb7c,cancelled,"2019-02-20 00:00:00",others
UK,a0723,67bfd,finished,"2019-04-17 00:00:00",direct
UK,aeeb4,ebf74,finished,"2019-03-19 00:00:00",others
UK,aeeb4,9d711,finished,"2019-05-07 00:00:00",google
UK,b8fa6,30999,finished,"2019-04-27 00:00:00",direct
UK,bd41b,90f97,finished,"2019-03-06 00:00:00",google
UK,bee68,9b86b,cancelled,"2019-04-02 00:00:00",direct
UK,bf4e4,e6ce6,finished,"2019-04-22 00:00:00",social
UK,d6e39,e3ee4,finished,"2019-03-06 00:00:00",direct
UK,f02fa,681b6,finished,"2019-05-12 00:00:00",google
UK,f4c88,2ca16,finished,"2019-01-12 00:00:00",direct
UK,ff9cf,fae4d,finished,"2019-01-30 00:00:00",others
UK,ff9cf,210c7,finished,"2019-03-19 00:00:00",others
UK,0e8d5,161c1,finished,"2019-01-18 00:00:00",others
UK,177f1,b5810,finished,"2019-02-22 00:00:00",google
UK,177f1,59846,finished,"2019-05-16 00:00:00",direct
UK,1be6d,968b7,finished,"2019-02-01 00:00:00",others
UK,1be6d,41871,finished,"2019-05-14 00:00:00",others
UK,1c65c,c7f90,finished,"2019-01-15 00:00:00",direct
UK,1c65c,390d0,finished,"2019-03-14 00:00:00",google
UK,32622,d075e,finished,"2019-02-03 00:00:00",direct
UK,61bbe,106b8,finished,"2019-03-21 00:00:00",social
UK,61bbe,41308,finished,"2019-04-01 00:00:00",others
UK,79509,946a2,cancelled,"2019-05-03 00:00:00",direct
UK,8f61c,3fa7b,finished,"2019-01-17 00:00:00",direct
UK,a0960,f33aa,cancelled,"2019-04-08 00:00:00",direct
USA,aa39f,869ea,finished,"2019-05-12 00:00:00",direct
UK,b47df,8b43d,finished,"2019-04-05 00:00:00",social
UK,bfb39,06ee4,finished,"2018-12-23 00:00:00",direct
UK,c2670,9d917,finished,"2019-04-15 00:00:00",social
USA,c8f36,4ffb6,cancelled,"2019-04-16 00:00:00",others
UK,caf9f,dc14d,finished,"2019-04-27 00:00:00",social
UK,ee032,3227b,cancelled,"2019-03-18 00:00:00",google
UK,eedea,449b8,finished,"2019-04-17 00:00:00",social
UK,f86b2,aad9d,finished,"2019-02-21 00:00:00",others
UK,f86b2,948b1,finished,"2019-02-25 00:00:00",others
UK,f86b2,bb3cb,finished,"2019-03-30 00:00:00",social
UK,03663,a3fd0,finished,"2019-01-15 00:00:00",google
UK,06f21,155bd,cancelled,"2019-04-14 00:00:00",google
USA,0b781,a2dd6,finished,"2019-04-03 00:00:00",direct
UK,0c3e6,4e71d,finished,"2019-03-29 00:00:00",direct
UK,0d02b,7dd0d,cancelled,"2019-04-29 00:00:00",google
UK,1642d,f6017,finished,"2019-01-15 00:00:00",direct
UK,28860,102c8,cancelled,"2019-05-03 00:00:00",google
UK,2bddc,5cc17,finished,"2019-02-17 00:00:00",direct
UK,32aea,1ecb2,finished,"2019-04-27 00:00:00",social
UK,32aea,2f835,finished,"2019-04-30 00:00:00",social
UK,5a497,8e2a8,finished,"2019-03-27 00:00:00",direct
UK,6c590,d6a64,cancelled,"2019-04-19 00:00:00",direct
USA,7bf1a,69a0f,finished,"2019-05-15 00:00:00",direct
UK,80a73,3da93,finished,"2019-03-24 00:00:00",direct
UK,80a73,7327b,finished,"2019-04-06 00:00:00",social
UK,80a73,a7b61,finished,"2019-04-09 00:00:00",social
UK,82784,c8a87,finished,"2019-01-05 00:00:00",direct
UK,97c60,afd98,finished,"2019-03-17 00:00:00",direct
UK,9f32b,e7ec1,cancelled,"2019-02-09 00:00:00",others
UK,a6229,252f0,finished,"2019-01-09 00:00:00",direct
UK,a6229,134f7,finished,"2019-01-22 00:00:00",direct
UK,bdc2e,1dc9a,finished,"2019-01-14 00:00:00",direct
UK,c408b,8986d,finished,"2019-02-15 00:00:00",direct
UK,c9ceb,28219,finished,"2019-04-22 00:00:00",google
UK,efd00,cc839,cancelled,"2019-03-25 00:00:00",direct
UK,efd00,e8fa4,cancelled,"2019-03-25 00:00:00",google
UK,efd00,1d8dd,cancelled,"2019-03-25 00:00:00",social
UK,097a1,e85c0,finished,"2019-04-21 00:00:00",social
UK,0afa3,a46fe,finished,"2019-02-11 00:00:00",others
UK,22f2e,f9d03,finished,"2019-03-24 00:00:00",others
UK,326db,a05ae,finished,"2019-01-21 00:00:00",direct
UK,3688f,30194,finished,"2019-04-27 00:00:00",google
UK,435d7,ef32b,cancelled,"2019-01-18 00:00:00",direct
UK,435d7,5098e,finished,"2019-01-20 00:00:00",direct
UK,435d7,4bd19,finished,"2019-03-06 00:00:00",others
UK,435d7,3b2e3,cancelled,"2019-04-29 00:00:00",direct
UK,92926,9918a,finished,"2019-04-22 00:00:00",social
UK,982ad,5ac5d,finished,"2019-03-17 00:00:00",direct
UK,98cb0,861fa,finished,"2018-12-17 00:00:00",social
UK,b7383,eac47,finished,"2019-04-12 00:00:00",social
UK,b8b61,cf8a9,finished,"2019-04-09 00:00:00",social
UK,c016e,9a1f4,finished,"2019-03-26 00:00:00",direct
UK,c5221,c083e,finished,"2019-04-02 00:00:00",direct
UK,c5221,909b0,finished,"2019-05-03 00:00:00",direct
UK,df756,6aa23,finished,"2019-01-23 00:00:00",google
UK,13fe1,54eca,finished,"2019-04-28 00:00:00",google
UK,56ded,d9dae,finished,"2019-02-19 00:00:00",direct
UK,5c4f4,35a30,finished,"2019-04-28 00:00:00",google
UK,60c97,d3e2e,cancelled,"2019-01-21 00:00:00",direct
UK,60c97,ff777,finished,"2019-01-21 00:00:00",others
UK,60c97,59ab5,finished,"2019-02-09 00:00:00",google
USA,616b6,f4d98,cancelled,"2019-05-14 00:00:00",others
UK,6b1b0,ea816,finished,"2019-05-11 00:00:00",google
UK,6b1b0,074a3,finished,"2019-05-15 00:00:00",direct
UK,7c563,c942c,finished,"2019-03-04 00:00:00",others
UK,a3c51,a19a1,cancelled,"2019-04-24 00:00:00",direct
UK,a3c51,e1acd,cancelled,"2019-04-24 00:00:00",others
UK,ad488,e4c1b,finished,"2019-05-13 00:00:00",social
UK,b561f,06971,finished,"2019-03-22 00:00:00",direct
UK,c540d,757db,finished,"2018-12-07 00:00:00",others
UK,c540d,18455,finished,"2019-02-01 00:00:00",direct
UK,d9b5d,23aff,finished,"2019-02-19 00:00:00",direct
UK,e8736,6b925,finished,"2019-02-25 00:00:00",direct
UK,f880e,6706d,finished,"2019-04-16 00:00:00",social
UK,2a8ff,c9d6c,cancelled,"2019-03-16 00:00:00",google
USA,2addd,7bdf5,cancelled,"2019-04-03 00:00:00",direct
UK,2de4f,ebaf4,finished,"2019-04-27 00:00:00",others
UK,2de4f,33ec8,finished,"2019-05-11 00:00:00",social
UK,2de4f,af9c7,finished,"2019-05-11 00:00:00",google
UK,3fcd8,8691e,finished,"2019-02-12 00:00:00",others
UK,4036f,79fc7,finished,"2019-03-05 00:00:00",direct
UK,46581,fb6b1,cancelled,"2019-05-16 00:00:00",google
UK,5321f,0ba68,finished,"2019-01-27 00:00:00",google
UK,59df7,7d280,cancelled,"2019-05-07 00:00:00",google
UK,697c7,26f4a,finished,"2019-04-29 00:00:00",google
UK,a7362,6b8b5,finished,"2019-01-16 00:00:00",google
UK,a7362,ba76e,finished,"2019-02-09 00:00:00",google
UK,a7362,30884,finished,"2019-02-11 00:00:00",google
UK,a7362,0e810,finished,"2019-02-18 00:00:00",google
UK,a8567,5ccc2,finished,"2019-02-28 00:00:00",direct
UK,be1fc,08b16,finished,"2019-03-08 00:00:00",social
UK,be1fc,be9f9,finished,"2019-04-27 00:00:00",direct
UK,be1fc,e7237,finished,"2019-05-06 00:00:00",google
UK,e2dc1,950a8,finished,"2019-03-18 00:00:00",direct
UK,e2dc1,62f8e,finished,"2019-05-16 00:00:00",others
UK,f6c55,ac544,cancelled,"2019-01-21 00:00:00",direct
UK,f6c55,5ce44,finished,"2019-01-22 00:00:00",direct
UK,0f689,2e9d4,finished,"2019-01-30 00:00:00",direct
UK,2297c,ba4c8,finished,"2019-03-24 00:00:00",social
UK,360d0,0b72c,finished,"2019-04-19 00:00:00",social
UK,3adb4,e71e8,finished,"2019-01-20 00:00:00",others
UK,3adb4,6d32a,finished,"2019-01-28 00:00:00",direct
USA,55436,0792c,finished,"2019-04-02 00:00:00",direct
UK,590e0,647d0,finished,"2019-03-20 00:00:00",direct
UK,7f159,34ff9,finished,"2019-05-04 00:00:00",social
UK,7fb03,ea67d,cancelled,"2019-03-11 00:00:00",google
UK,80e81,ae4fc,cancelled,"2019-05-04 00:00:00",direct
UK,86436,bcb87,cancelled,"2019-05-01 00:00:00",social
UK,8bc50,93088,finished,"2019-05-08 00:00:00",google
UK,b6603,20cd1,finished,"2019-05-16 00:00:00",social
UK,e6810,d0413,finished,"2019-03-12 00:00:00",direct
UK,fd09c,2dc36,finished,"2018-12-01 00:00:00",direct
UK,1d0c2,4f48d,finished,"2019-03-31 00:00:00",others
UK,3ae24,12185,finished,"2019-05-10 00:00:00",social
UK,3cdf8,aad62,finished,"2019-04-21 00:00:00",direct
UK,40698,ba44a,cancelled,"2019-01-25 00:00:00",others
UK,40698,0c376,finished,"2019-01-25 00:00:00",google
UK,49630,ff4ed,finished,"2019-03-26 00:00:00",direct
USA,59d81,61900,finished,"2019-04-23 00:00:00",others
USA,59d81,78481,finished,"2019-05-06 00:00:00",direct
UK,677d2,dba3e,finished,"2019-04-26 00:00:00",direct
USA,6b7fc,23c1a,finished,"2019-04-03 00:00:00",direct
UK,6f1c6,aa059,finished,"2019-05-14 00:00:00",social
USA,6f45e,ee9e2,finished,"2019-03-29 00:00:00",direct
UK,a2106,bc7cc,cancelled,"2019-02-28 00:00:00",others
UK,a6ff4,a122d,finished,"2019-02-01 00:00:00",google
UK,b8b2f,5a9f8,finished,"2019-03-04 00:00:00",direct
UK,cefd3,8688b,cancelled,"2019-04-15 00:00:00",direct
UK,cefd3,faebd,cancelled,"2019-04-27 00:00:00",others
USA,d0506,3f008,finished,"2019-03-28 00:00:00",others
USA,d0506,544c6,finished,"2019-03-28 00:00:00",direct
UK,de30c,f6faf,cancelled,"2019-02-19 00:00:00",direct
UK,fca45,3fa35,finished,"2019-03-07 00:00:00",social
UK,fca45,88ba9,finished,"2019-03-26 00:00:00",social
UK,fca45,14ea1,finished,"2019-05-07 00:00:00",others
UK,05ec8,f2f20,finished,"2019-04-30 00:00:00",others
UK,10339,37873,finished,"2019-03-09 00:00:00",google
UK,10339,01e56,finished,"2019-03-19 00:00:00",direct
UK,2e41b,e0952,finished,"2019-02-25 00:00:00",others
UK,2e41b,18529,finished,"2019-03-17 00:00:00",direct
UK,2e41b,929b4,finished,"2019-04-02 00:00:00",direct
UK,43e9e,2eb96,finished,"2019-04-23 00:00:00",social
UK,58b6a,dc2df,finished,"2019-04-06 00:00:00",google
UK,641af,8cef0,cancelled,"2019-04-25 00:00:00",social
UK,7e373,300e4,finished,"2019-03-11 00:00:00",google
UK,7e373,726cc,finished,"2019-03-13 00:00:00",google
UK,7e373,62c98,finished,"2019-04-05 00:00:00",google
UK,bc7a8,84e73,finished,"2019-05-07 00:00:00",google
UK,d0f38,ac60d,finished,"2019-02-20 00:00:00",direct
UK,e4858,10c0e,finished,"2019-04-28 00:00:00",direct
UK,e62a2,0b2e6,finished,"2019-04-02 00:00:00",social
UK,e62a2,f0d64,finished,"2019-04-02 00:00:00",others
UK,053d7,ee7b7,finished,"2019-02-25 00:00:00",direct
UK,0aa2a,ccabb,finished,"2019-02-06 00:00:00",google
UK,0bbf6,7d346,cancelled,"2018-12-22 00:00:00",google
UK,127c1,cbd1e,finished,"2019-04-20 00:00:00",social
UK,16a2c,5d069,cancelled,"2019-04-22 00:00:00",social
UK,2070e,c68d0,finished,"2019-02-07 00:00:00",google
UK,39bd9,fba86,finished,"2019-04-29 00:00:00",google
UK,42bdf,e7bf9,cancelled,"2019-02-26 00:00:00",others
UK,5d834,2cfae,finished,"2019-04-27 00:00:00",google
UK,5d834,37544,finished,"2019-04-29 00:00:00",google
UK,7155d,bc9ed,finished,"2019-04-29 00:00:00",others
UK,7155d,a9b24,finished,"2019-05-07 00:00:00",google
USA,78403,5c22e,finished,"2019-03-26 00:00:00",direct
UK,7a209,9fb05,finished,"2018-12-15 00:00:00",direct
UK,7a209,e2c1d,finished,"2019-03-26 00:00:00",direct
UK,7d1f4,0f346,finished,"2019-05-01 00:00:00",social
UK,7f9f1,74288,finished,"2019-01-17 00:00:00",direct
UK,8e46b,3a5d0,finished,"2019-04-03 00:00:00",social
UK,8e46b,0efc8,finished,"2019-04-25 00:00:00",direct
UK,91c0a,262f1,finished,"2019-04-28 00:00:00",google
UK,95386,cab3c,finished,"2019-02-17 00:00:00",google
UK,95cb4,a74a4,finished,"2019-05-10 00:00:00",google
UK,95cb4,d2f01,finished,"2019-05-12 00:00:00",social
UK,a6a32,b1d05,finished,"2019-04-15 00:00:00",direct
UK,b5850,7aaf4,finished,"2019-05-03 00:00:00",social
UK,bc3c1,a5c76,cancelled,"2019-04-08 00:00:00",google
UK,db1b0,c5fc3,cancelled,"2019-03-22 00:00:00",others
USA,dfc81,ef97e,finished,"2019-03-25 00:00:00",direct
UK,4d8cd,486e0,finished,"2019-04-13 00:00:00",social
USA,5bc34,72d7a,finished,"2019-04-21 00:00:00",direct
UK,5f92a,0d5bd,finished,"2019-04-20 00:00:00",google
UK,5fd67,5857f,finished,"2019-02-14 00:00:00",direct
UK,6b2a4,7fef1,finished,"2019-05-11 00:00:00",direct
UK,7317b,5396d,finished,"2019-02-16 00:00:00",others
UK,73803,769ea,finished,"2019-02-01 00:00:00",direct
USA,77cf6,8c37c,finished,"2019-04-14 00:00:00",direct
USA,77cf6,ed48a,cancelled,"2019-04-25 00:00:00",google
UK,77cf6,0164a,finished,"2019-04-27 00:00:00",others
UK,784c7,51d9c,finished,"2019-01-25 00:00:00",direct
UK,784c7,36b42,finished,"2019-02-09 00:00:00",direct
UK,959b4,e159a,finished,"2019-04-29 00:00:00",direct
UK,b2757,d00fe,finished,"2019-05-12 00:00:00",social
UK,b6807,38212,finished,"2019-01-26 00:00:00",direct
UK,b6807,3d6db,finished,"2019-02-20 00:00:00",others
UK,be759,5f960,finished,"2019-03-19 00:00:00",direct
UK,ca1ea,9dabc,cancelled,"2019-04-19 00:00:00",google
UK,cddc8,358b1,finished,"2019-02-11 00:00:00",direct
UK,d9758,01725,finished,"2019-04-19 00:00:00",google
UK,e7e86,82913,finished,"2019-01-18 00:00:00",direct
UK,f1751,2c0af,cancelled,"2019-01-21 00:00:00",google
USA,f275b,9a6c2,cancelled,"2019-03-26 00:00:00",others
UK,f2a8c,51754,finished,"2019-03-26 00:00:00",google
UK,f2a8c,a3f30,finished,"2019-04-05 00:00:00",social
UK,03999,c8a34,finished,"2019-04-25 00:00:00",google
UK,0e5fd,78682,finished,"2019-03-23 00:00:00",direct
UK,1450c,8b6c5,finished,"2019-01-20 00:00:00",social
UK,1450c,fda5f,finished,"2019-05-03 00:00:00",direct
UK,1fa3f,d1886,finished,"2019-02-10 00:00:00",others
UK,25494,0a6b1,cancelled,"2019-02-22 00:00:00",direct
USA,2588d,e631d,finished,"2019-05-01 00:00:00",social
UK,25f36,24ed6,finished,"2019-04-20 00:00:00",social
UK,25f36,2158e,finished,"2019-04-23 00:00:00",others
UK,31ee8,0a3f3,finished,"2019-01-30 00:00:00",direct
UK,38b4f,8ee94,finished,"2019-05-03 00:00:00",direct
UK,45153,e70cf,cancelled,"2019-05-11 00:00:00",others
USA,4b1e1,0197a,finished,"2019-04-01 00:00:00",direct
USA,50699,1e485,finished,"2019-04-14 00:00:00",direct
UK,536d6,17311,cancelled,"2019-02-27 00:00:00",direct
UK,5c2cc,662c5,cancelled,"2018-11-21 00:00:00",others
UK,5c2cc,e4539,finished,"2019-05-02 00:00:00",social
UK,6ad3c,5537f,finished,"2019-01-18 00:00:00",direct
UK,73d6e,9cf8d,finished,"2019-03-22 00:00:00",others
UK,761b6,9bf02,finished,"2019-04-15 00:00:00",social
UK,86500,ca368,cancelled,"2019-01-09 00:00:00",others
UK,aa637,404ff,finished,"2019-01-21 00:00:00",google
UK,aa637,def8b,finished,"2019-05-03 00:00:00",google
UK,d88fa,f0511,finished,"2019-04-23 00:00:00",social
UK,efc9b,c6b2f,finished,"2019-03-26 00:00:00",direct
UK,efc9b,4242f,finished,"2019-05-06 00:00:00",google
UK,f442a,bda72,cancelled,"2018-11-23 00:00:00",direct
UK,fe081,6d725,finished,"2019-03-15 00:00:00",social
UK,fff39,79ff2,finished,"2019-04-19 00:00:00",google
UK,fff39,4763d,finished,"2019-04-19 00:00:00",google
UK,fff39,83c42,finished,"2019-05-03 00:00:00",others
UK,148a9,65f42,finished,"2019-04-26 00:00:00",google
UK,17e39,ad006,finished,"2019-05-03 00:00:00",social
UK,183e5,560e3,finished,"2019-04-28 00:00:00",google
UK,37c19,730b0,finished,"2019-03-20 00:00:00",google
UK,3fad1,aa853,finished,"2019-01-21 00:00:00",google
UK,63afd,29db3,cancelled,"2019-04-04 00:00:00",google
UK,6e2d0,fd890,finished,"2019-02-25 00:00:00",direct
UK,7860b,d9ce6,finished,"2019-04-20 00:00:00",social
UK,87a94,ab609,finished,"2019-04-17 00:00:00",direct
UK,97139,395b8,cancelled,"2018-12-12 00:00:00",others
UK,b50d8,60078,finished,"2018-12-06 00:00:00",direct
UK,d53e8,58dfc,finished,"2019-04-13 00:00:00",social
UK,16786,e92cc,finished,"2019-04-14 00:00:00",social
UK,22401,52ca4,finished,"2019-02-01 00:00:00",direct
UK,2ed9f,7d77c,cancelled,"2019-02-13 00:00:00",google
UK,5a100,8ade4,finished,"2019-01-21 00:00:00",google
UK,71524,3ceff,finished,"2019-04-16 00:00:00",social
UK,835d2,e7fae,finished,"2019-05-02 00:00:00",social
USA,8b0ca,d8310,finished,"2019-04-30 00:00:00",direct
UK,a3338,7f561,finished,"2019-05-07 00:00:00",google
