country,user,ordernum,orderstatus,date_ordered,channel
UK,09add,fa779,finished,"2019-01-31 00:00:00",direct
UK,09add,ca4c8,finished,"2019-02-03 00:00:00",others
UK,145d0,2140e,finished,"2019-04-15 00:00:00",social
UK,145d0,0b8dc,finished,"2019-04-17 00:00:00",social
UK,145d0,9142a,finished,"2019-04-27 00:00:00",direct
UK,23d58,0543b,cancelled,"2019-01-04 00:00:00",google
UK,3a0ea,a14b5,finished,"2019-04-20 00:00:00",direct
UK,55d49,81153,cancelled,"2018-12-15 00:00:00",direct
UK,5e296,c5cc1,finished,"2019-05-13 00:00:00",social
UK,64a6d,f741e,finished,"2019-04-27 00:00:00",direct
UK,64a6d,d2d22,finished,"2019-04-28 00:00:00",google
USA,80ad7,c9336,cancelled,"2019-03-09 00:00:00",google
USA,80ad7,e5983,finished,"2019-03-17 00:00:00",others
UK,8d5d8,2dacc,finished,"2019-04-17 00:00:00",social
UK,91aab,30140,finished,"2019-05-14 00:00:00",social
UK,96a3c,1eb63,finished,"2019-04-16 00:00:00",social
UK,96a3c,a08c9,finished,"2019-04-22 00:00:00",social
UK,a6ae2,b83b9,finished,"2019-03-23 00:00:00",direct
UK,a6ae2,77e49,finished,"2019-04-01 00:00:00",others
UK,d1a25,522ec,finished,"2019-03-05 00:00:00",google
UK,d9a86,0223e,finished,"2019-02-20 00:00:00",direct
UK,dce5b,e28b1,finished,"2019-04-28 00:00:00",google
UK,fe68f,bfb6f,finished,"2019-02-19 00:00:00",google
UK,2315d,6ed41,finished,"2019-05-05 00:00:00",google
UK,2b492,5d2ae,finished,"2019-03-20 00:00:00",google
UK,4f74a,2909f,finished,"2019-04-28 00:00:00",google
UK,4f74a,d102c,finished,"2019-05-07 00:00:00",google
UK,6a158,a0db2,finished,"2019-01-25 00:00:00",direct
UK,6a158,4b1ec,cancelled,"2019-01-30 00:00:00",google
UK,6a158,efca7,finished,"2019-01-31 00:00:00",others
UK,78947,93c58,finished,"2019-04-19 00:00:00",social
UK,8c8d1,4e08d,finished,"2019-02-07 00:00:00",direct
UK,8db0e,b22fd,finished,"2019-03-04 00:00:00",direct
UK,99a4e,8507d,finished,"2019-01-21 00:00:00",google
UK,99a4e,1e6db,finished,"2019-01-24 00:00:00",google
UK,a0b4c,9008c,finished,"2019-05-15 00:00:00",google
UK,a0df8,78794,cancelled,"2018-11-24 00:00:00",google
UK,d81ec,7f53e,finished,"2019-03-22 00:00:00",others
UK,d81ec,9bdd5,finished,"2019-05-10 00:00:00",google
UK,e035a,7f1b8,finished,"2019-02-20 00:00:00",direct
USA,e04de,c7919,cancelled,"2019-04-07 00:00:00",social
UK,e2ebd,48915,finished,"2019-01-23 00:00:00",direct
UK,eb919,253c1,finished,"2019-03-11 00:00:00",direct
UK,15701,7e4bc,finished,"2019-04-26 00:00:00",social
UK,337f6,a71f9,finished,"2019-04-23 00:00:00",social
UK,337f6,8e25e,finished,"2019-04-30 00:00:00",others
UK,54b1b,a431a,cancelled,"2019-03-02 00:00:00",google
UK,6c86d,cee1d,finished,"2019-01-18 00:00:00",direct
UK,8272e,d5406,finished,"2019-03-01 00:00:00",others
UK,84ff9,25d02,finished,"2019-03-23 00:00:00",google
UK,a9d1d,5d0ba,finished,"2019-04-11 00:00:00",social
UK,a9d1d,ed272,cancelled,"2019-04-11 00:00:00",google
UK,b556b,02ace,finished,"2019-02-20 00:00:00",direct
UK,b66a7,6659f,cancelled,"2019-03-04 00:00:00",direct
UK,d2546,aa8d1,finished,"2019-02-09 00:00:00",direct
UK,d2d84,2b8ab,finished,"2019-05-06 00:00:00",google
UK,e6cf3,20baa,finished,"2018-12-28 00:00:00",google
UK,e6cf3,ba557,finished,"2019-02-06 00:00:00",google
USA,ef4ec,635be,finished,"2019-04-09 00:00:00",direct
UK,02136,dda2e,finished,"2019-04-11 00:00:00",social
UK,6d852,63002,finished,"2019-04-03 00:00:00",google
UK,745cd,38695,finished,"2019-02-26 00:00:00",direct
UK,873f7,52c5f,finished,"2019-02-22 00:00:00",others
UK,95888,7fec5,finished,"2019-01-21 00:00:00",direct
UK,9dc51,95e45,finished,"2019-01-18 00:00:00",google
UK,9dc51,72764,finished,"2019-01-22 00:00:00",google
UK,a7770,05173,finished,"2019-04-28 00:00:00",google
USA,aaeae,bb2cf,cancelled,"2019-05-14 00:00:00",direct
UK,af631,f9090,finished,"2019-02-01 00:00:00",others
UK,af631,565b4,finished,"2019-03-05 00:00:00",google
UK,bd9df,71e6f,finished,"2019-01-11 00:00:00",direct
UK,bd9df,bc998,finished,"2019-01-21 00:00:00",google
UK,bd9df,f92ce,finished,"2019-02-01 00:00:00",others
UK,bd9df,c5dc7,finished,"2019-02-04 00:00:00",direct
UK,bd9df,ae4a1,finished,"2019-03-04 00:00:00",social
USA,c040d,3887a,finished,"2019-05-14 00:00:00",direct
UK,c195a,0ff25,cancelled,"2019-04-19 00:00:00",social
UK,d2ed3,cc704,finished,"2018-12-21 00:00:00",direct
UK,d2ed3,49ac5,finished,"2019-01-21 00:00:00",google
UK,d2ed3,2be46,finished,"2019-02-02 00:00:00",others
UK,e466b,a742a,finished,"2019-04-23 00:00:00",others
UK,eaf92,ad100,finished,"2019-04-22 00:00:00",social
UK,19568,5d31c,finished,"2019-01-25 00:00:00",others
UK,19568,ec67f,finished,"2019-01-25 00:00:00",direct
UK,19568,7be97,finished,"2019-01-29 00:00:00",others
UK,32eb1,c32b7,finished,"2019-03-07 00:00:00",google
UK,6d002,7557a,finished,"2019-05-05 00:00:00",social
UK,781d7,0928f,finished,"2019-05-07 00:00:00",google
UK,b0dfb,47c06,finished,"2019-04-15 00:00:00",social
UK,b0dfb,d2647,finished,"2019-04-28 00:00:00",google
UK,c00e7,5027e,finished,"2019-03-16 00:00:00",direct
UK,ddadc,48995,finished,"2019-05-07 00:00:00",google
UK,ee091,b80f1,finished,"2019-01-11 00:00:00",direct
UK,239f0,b2735,finished,"2019-04-25 00:00:00",others
UK,2e39c,1572e,cancelled,"2019-03-11 00:00:00",google
USA,39b45,0a8ca,finished,"2019-03-25 00:00:00",social
USA,39b45,811f9,finished,"2019-04-17 00:00:00",google
UK,4eeff,0c6f5,finished,"2019-05-13 00:00:00",social
UK,672b2,aa24c,finished,"2019-01-22 00:00:00",direct
UK,8b9cd,d4758,cancelled,"2019-01-14 00:00:00",google
UK,8b9cd,7329a,finished,"2019-01-18 00:00:00",google
UK,b07dd,31815,finished,"2019-04-28 00:00:00",google
UK,f49c6,2f19c,finished,"2019-04-22 00:00:00",social
UK,09131,3f1e6,finished,"2019-03-22 00:00:00",others
UK,26b66,7eecd,finished,"2019-05-07 00:00:00",google
UK,3a2f3,d73a5,cancelled,"2019-03-06 00:00:00",others
UK,4ae76,a0a2c,finished,"2019-04-16 00:00:00",social
UK,51858,29c49,cancelled,"2018-12-09 00:00:00",google
UK,74177,4b26b,finished,"2019-03-06 00:00:00",direct
UK,8884f,5700a,cancelled,"2019-02-21 00:00:00",direct
UK,92f2b,00ad9,finished,"2019-03-26 00:00:00",direct
UK,94f18,c4e09,finished,"2019-05-14 00:00:00",social
UK,9a043,4deaf,finished,"2019-03-08 00:00:00",others
USA,a109f,9d6fd,finished,"2019-03-20 00:00:00",direct
UK,ab689,4c988,finished,"2019-04-19 00:00:00",google
UK,c83ca,74d76,finished,"2019-05-03 00:00:00",direct
UK,d5d59,98b77,finished,"2019-04-03 00:00:00",direct
UK,d87ae,3e944,cancelled,"2019-04-21 00:00:00",others
UK,d87ae,6f645,cancelled,"2019-04-21 00:00:00",direct
UK,d87ae,48146,cancelled,"2019-04-21 00:00:00",direct
UK,d87ae,9b60b,cancelled,"2019-04-21 00:00:00",direct
UK,d87ae,06316,finished,"2019-04-21 00:00:00",others
UK,e5380,4e5c2,finished,"2019-03-05 00:00:00",social
UK,f298a,12bef,cancelled,"2019-03-22 00:00:00",others
UK,f298a,a62ff,finished,"2019-03-29 00:00:00",others
UK,1fbfb,87888,finished,"2019-01-31 00:00:00",direct
UK,4502e,c6d65,finished,"2019-04-08 00:00:00",google
USA,58eca,43e67,finished,"2019-04-14 00:00:00",direct
UK,7b726,f90d1,finished,"2019-04-22 00:00:00",social
UK,8036c,43e83,finished,"2019-01-22 00:00:00",google
USA,901e2,fc427,cancelled,"2019-04-06 00:00:00",direct
UK,93707,4d0fc,cancelled,"2019-02-01 00:00:00",others
UK,9e3ab,0b43b,finished,"2019-01-18 00:00:00",direct
UK,ac708,58896,finished,"2019-04-27 00:00:00",google
UK,b4ca1,10006,cancelled,"2019-02-26 00:00:00",direct
UK,cdf74,674aa,finished,"2019-02-25 00:00:00",direct
UK,d1021,b94e8,finished,"2019-03-11 00:00:00",direct
UK,f65f0,9de57,finished,"2019-03-27 00:00:00",others
UK,f65f0,08480,finished,"2019-04-06 00:00:00",social
USA,f7d35,18785,finished,"2019-05-06 00:00:00",google
USA,f7d35,2e69d,finished,"2019-05-12 00:00:00",google
UK,0a3b3,99d27,finished,"2019-02-15 00:00:00",direct
UK,322c6,540b0,finished,"2019-01-18 00:00:00",direct
UK,322c6,8750d,finished,"2019-01-22 00:00:00",direct
UK,322c6,12d7b,finished,"2019-01-30 00:00:00",direct
USA,3f822,b01d1,finished,"2019-03-28 00:00:00",direct
UK,45d28,e9371,finished,"2019-02-12 00:00:00",direct
UK,47d49,85432,finished,"2019-04-02 00:00:00",social
UK,4e718,35fa1,finished,"2019-04-11 00:00:00",social
UK,5e261,9088b,finished,"2019-03-09 00:00:00",social
USA,8428d,ec388,finished,"2019-03-25 00:00:00",others
UK,a8fe0,431e7,finished,"2019-04-29 00:00:00",others
UK,a8fe0,cb9ad,finished,"2019-05-03 00:00:00",social
UK,ac3d2,00dad,finished,"2019-05-08 00:00:00",direct
UK,dd39a,39762,finished,"2019-04-22 00:00:00",social
UK,ee15e,e52d9,finished,"2019-05-13 00:00:00",google
UK,f269f,f2a61,finished,"2019-03-17 00:00:00",direct
UK,f5631,7e9d3,finished,"2019-03-10 00:00:00",others
UK,f931c,ab35a,finished,"2019-02-11 00:00:00",direct
UK,01f3a,ec7b6,finished,"2019-02-11 00:00:00",google
UK,0bd40,63272,finished,"2019-03-16 00:00:00",direct
UK,3553a,93fc0,finished,"2019-03-19 00:00:00",direct
UK,357eb,de427,finished,"2019-01-19 00:00:00",social
UK,357eb,c1d80,finished,"2019-04-20 00:00:00",social
UK,357eb,96bb1,finished,"2019-04-29 00:00:00",direct
UK,35b73,02262,finished,"2019-03-26 00:00:00",social
UK,7ed69,54ac1,finished,"2019-02-11 00:00:00",others
USA,83e2d,99430,cancelled,"2019-04-08 00:00:00",direct
UK,8b2d3,13e71,finished,"2018-12-26 00:00:00",direct
UK,8b2d3,784aa,cancelled,"2019-02-10 00:00:00",others
UK,8b2d3,3a334,finished,"2019-02-12 00:00:00",google
UK,91a3b,b49c4,cancelled,"2019-04-27 00:00:00",social
UK,9d010,e9a1b,finished,"2019-05-06 00:00:00",google
UK,a44bc,77c4e,finished,"2019-05-04 00:00:00",direct
UK,c11b1,835a6,finished,"2019-04-07 00:00:00",google
UK,c11b1,acd50,finished,"2019-04-07 00:00:00",google
UK,072b5,8df35,finished,"2019-04-07 00:00:00",google
UK,072b5,542af,finished,"2019-04-21 00:00:00",google
UK,44642,81cdc,cancelled,"2019-03-27 00:00:00",direct
USA,465d4,5908d,finished,"2019-04-30 00:00:00",direct
UK,7d32e,6e521,cancelled,"2019-02-15 00:00:00",direct
UK,7d32e,382bd,finished,"2019-02-20 00:00:00",others
UK,7d32e,ccde4,finished,"2019-02-24 00:00:00",direct
UK,98bcc,0dfd4,cancelled,"2019-01-02 00:00:00",google
UK,a28db,dbae6,finished,"2019-04-13 00:00:00",social
UK,aec3e,e9bab,finished,"2019-02-06 00:00:00",google
UK,c6911,142de,finished,"2019-04-17 00:00:00",direct
UK,c78fc,f3c16,cancelled,"2019-05-15 00:00:00",social
UK,dc6fa,f5354,cancelled,"2019-02-20 00:00:00",others
UK,e84a9,a8781,finished,"2019-03-18 00:00:00",direct
UK,ff131,e95a1,finished,"2019-04-29 00:00:00",direct
UK,ff7e4,097a1,cancelled,"2019-04-12 00:00:00",social
UK,08fed,b4f74,finished,"2019-01-15 00:00:00",direct
UK,0d582,5767d,cancelled,"2019-03-09 00:00:00",direct
UK,11ec5,ce33c,finished,"2019-04-22 00:00:00",social
UK,1de09,e25e5,finished,"2019-04-20 00:00:00",social
UK,2a132,d0efe,finished,"2019-01-21 00:00:00",direct
UK,37cce,0aeba,finished,"2019-04-08 00:00:00",google
UK,64a8d,34a81,finished,"2019-04-27 00:00:00",others
UK,9bb12,61f02,cancelled,"2018-11-30 00:00:00",google
UK,a765c,08433,finished,"2019-03-22 00:00:00",social
UK,a765c,ecc6e,finished,"2019-04-28 00:00:00",social
UK,abc99,0d85c,finished,"2019-03-09 00:00:00",others
UK,acdea,1b894,finished,"2019-04-30 00:00:00",others
UK,b97cb,e6824,cancelled,"2019-04-24 00:00:00",social
UK,c53ac,808ec,finished,"2019-02-25 00:00:00",others
UK,c83f3,da6ff,cancelled,"2019-04-27 00:00:00",social
UK,d3283,4d158,finished,"2019-03-15 00:00:00",direct
UK,d3283,0bf2f,finished,"2019-05-06 00:00:00",google
UK,007e1,d5670,cancelled,"2019-03-07 00:00:00",direct
UK,02ab5,db952,finished,"2019-05-13 00:00:00",social
UK,0ff51,fbbc2,finished,"2019-04-28 00:00:00",google
UK,267e1,96f60,finished,"2019-03-24 00:00:00",google
UK,2b6f7,2496a,finished,"2019-03-02 00:00:00",direct
UK,36dcc,de744,finished,"2019-05-15 00:00:00",google
UK,3c552,f96df,finished,"2019-03-22 00:00:00",direct
UK,5d762,23a04,finished,"2019-03-14 00:00:00",social
UK,5d762,12fea,finished,"2019-04-11 00:00:00",social
UK,5d762,08e74,finished,"2019-04-19 00:00:00",social
UK,5d762,c60bd,finished,"2019-05-14 00:00:00",google
UK,5d762,bf260,finished,"2019-05-15 00:00:00",google
UK,7a7cc,290a7,finished,"2019-03-08 00:00:00",others
UK,8ff5c,ba7f2,finished,"2019-05-13 00:00:00",social
UK,8ff5c,db3dc,finished,"2019-05-13 00:00:00",social
UK,c2b91,a0fb4,cancelled,"2019-04-16 00:00:00",others
UK,c71ac,54eb6,finished,"2019-03-17 00:00:00",others
UK,c71ac,99f5e,finished,"2019-03-20 00:00:00",google
UK,f12aa,e8b55,cancelled,"2019-05-02 00:00:00",google
UK,f772f,482b4,finished,"2019-04-17 00:00:00",direct
UK,04bbd,03e4c,finished,"2019-05-10 00:00:00",others
UK,07459,8523a,cancelled,"2019-02-25 00:00:00",direct
UK,15de7,7e0d3,finished,"2019-03-21 00:00:00",google
UK,16ed1,6eb03,finished,"2019-03-22 00:00:00",others
UK,19755,2ae55,finished,"2019-03-15 00:00:00",direct
UK,1d9eb,f88d3,cancelled,"2019-02-27 00:00:00",others
UK,1dd30,a593f,cancelled,"2019-04-22 00:00:00",social
UK,208e9,5774d,finished,"2019-04-28 00:00:00",google
UK,20aba,a6dbf,finished,"2019-05-10 00:00:00",direct
UK,308a8,6cac4,finished,"2019-05-02 00:00:00",social
UK,32175,8c9fa,finished,"2019-03-08 00:00:00",direct
UK,32175,8deec,finished,"2019-03-29 00:00:00",direct
UK,3c7f8,b4d84,finished,"2019-03-01 00:00:00",direct
UK,3e511,46479,finished,"2019-01-05 00:00:00",direct
UK,4b5e8,0b5aa,finished,"2019-02-01 00:00:00",others
UK,4b5e8,dea2a,finished,"2019-02-19 00:00:00",others
UK,4e18b,6c30d,finished,"2019-03-10 00:00:00",google
USA,525e3,394e8,finished,"2019-03-25 00:00:00",direct
UK,561cd,511dc,finished,"2019-02-09 00:00:00",direct
USA,70d60,f5ee7,finished,"2019-04-29 00:00:00",others
UK,97907,90f3e,finished,"2019-04-25 00:00:00",google
UK,97907,026ea,finished,"2019-04-25 00:00:00",google
UK,d5a07,96217,finished,"2019-02-06 00:00:00",direct
UK,0e67e,a5df3,finished,"2018-12-06 00:00:00",direct
UK,14961,8b6a9,cancelled,"2019-02-03 00:00:00",direct
UK,14961,8ed8d,cancelled,"2019-03-26 00:00:00",direct
UK,441bd,75ef2,finished,"2019-04-26 00:00:00",social
UK,4ba1c,78309,finished,"2019-01-29 00:00:00",google
UK,4ba1c,3e381,finished,"2019-02-03 00:00:00",google
UK,5dbbf,36f92,finished,"2019-02-14 00:00:00",others
UK,6397f,27b9d,finished,"2019-04-02 00:00:00",social
UK,761f5,c3ae5,finished,"2019-04-21 00:00:00",direct
UK,7bd3b,dd788,finished,"2019-04-15 00:00:00",social
UK,8a506,fd37a,finished,"2019-02-27 00:00:00",direct
UK,8a506,e3351,finished,"2019-03-03 00:00:00",direct
UK,8e481,766aa,cancelled,"2019-05-03 00:00:00",social
UK,97aa6,9f4b6,finished,"2019-03-07 00:00:00",others
UK,ab931,4bc25,finished,"2018-12-22 00:00:00",direct
UK,ab931,70600,finished,"2019-02-25 00:00:00",direct
USA,c43fc,e4ded,cancelled,"2019-03-26 00:00:00",direct
UK,c4937,b34d8,finished,"2019-03-22 00:00:00",direct
UK,c4937,0a312,finished,"2019-05-05 00:00:00",google
UK,c50bc,05879,finished,"2019-04-23 00:00:00",social
USA,d8fcd,645b3,finished,"2019-03-26 00:00:00",direct
USA,d8fcd,58328,finished,"2019-04-14 00:00:00",direct
UK,ecd63,58d19,finished,"2019-02-01 00:00:00",direct
UK,ecd63,a08a7,finished,"2019-02-11 00:00:00",direct
UK,ecd63,fc929,finished,"2019-04-23 00:00:00",social
UK,efd87,5cab2,finished,"2019-04-13 00:00:00",social
UK,04cf2,8125e,cancelled,"2019-01-31 00:00:00",others
UK,04cf2,50b91,finished,"2019-01-31 00:00:00",direct
UK,0e9f7,a1043,finished,"2019-05-15 00:00:00",social
UK,19f2d,076da,finished,"2019-03-16 00:00:00",direct
UK,19f2d,0c680,finished,"2019-04-03 00:00:00",social
UK,262ff,4c92f,finished,"2019-03-31 00:00:00",social
UK,49df4,57bb9,finished,"2019-02-06 00:00:00",google
UK,49df4,b14e2,finished,"2019-02-20 00:00:00",google
UK,4a7e1,02b96,finished,"2019-05-16 00:00:00",direct
UK,642fb,606bc,finished,"2019-04-29 00:00:00",google
UK,91c30,e48e1,finished,"2018-12-21 00:00:00",direct
UK,91c30,24ed5,finished,"2019-03-13 00:00:00",others
UK,936ba,45c55,cancelled,"2018-12-13 00:00:00",direct
UK,99b57,4975c,finished,"2019-02-27 00:00:00",direct
UK,a7747,85693,finished,"2019-04-30 00:00:00",direct
UK,ae7ae,f4adf,finished,"2019-04-15 00:00:00",social
USA,c4a94,8f518,finished,"2019-03-08 00:00:00",others
USA,c4a94,887f4,finished,"2019-04-15 00:00:00",others
UK,ca027,d3ab5,finished,"2019-03-02 00:00:00",google
UK,dbc9d,652b8,finished,"2019-02-25 00:00:00",others
UK,e4fed,c5a28,finished,"2019-04-27 00:00:00",others
UK,e4fed,1998f,finished,"2019-05-03 00:00:00",social
UK,f15bc,aae13,cancelled,"2019-05-06 00:00:00",google
UK,f564e,02ea7,cancelled,"2019-04-27 00:00:00",direct
UK,f564e,8b957,cancelled,"2019-04-29 00:00:00",direct
UK,f564e,e4571,finished,"2019-04-29 00:00:00",others
UK,0271f,49965,finished,"2019-02-04 00:00:00",google
UK,02a7e,13544,cancelled,"2019-04-24 00:00:00",google
UK,0bee3,ac89c,finished,"2019-05-16 00:00:00",social
UK,185b6,cdd96,finished,"2019-03-29 00:00:00",direct
UK,30876,541b7,finished,"2019-03-04 00:00:00",direct
UK,34f15,cf580,finished,"2019-04-28 00:00:00",google
UK,802d4,33c48,finished,"2019-01-01 00:00:00",others
UK,91db1,e28f2,cancelled,"2019-02-01 00:00:00",others
UK,9487b,e3bb8,finished,"2019-03-15 00:00:00",others
UK,a1af5,ad47f,cancelled,"2019-04-19 00:00:00",social
UK,afeb3,58076,finished,"2019-04-19 00:00:00",direct
UK,d0622,df588,finished,"2019-04-05 00:00:00",others
UK,d42cf,c1ac8,finished,"2019-03-19 00:00:00",direct
UK,d42cf,9c0f9,finished,"2019-04-22 00:00:00",social
UK,dce32,f6e10,cancelled,"2019-01-09 00:00:00",direct
UK,e597b,9ec51,finished,"2019-04-22 00:00:00",google
UK,07ef7,d06a2,finished,"2019-02-14 00:00:00",google
UK,4cb34,c177b,finished,"2019-01-21 00:00:00",google
UK,4cb34,92347,finished,"2019-01-29 00:00:00",direct
UK,4cb34,046ff,finished,"2019-03-21 00:00:00",google
UK,74979,3421c,finished,"2019-02-07 00:00:00",google
UK,74979,89c65,finished,"2019-02-24 00:00:00",others
UK,8f370,c6b35,finished,"2019-01-18 00:00:00",direct
UK,90dba,5c7fd,finished,"2019-02-05 00:00:00",direct
UK,9ce64,a990b,finished,"2019-01-22 00:00:00",google
UK,bd079,63689,finished,"2019-04-05 00:00:00",google
USA,d0da3,8f921,finished,"2019-04-15 00:00:00",others
UK,e2aea,a4b4d,finished,"2019-04-04 00:00:00",google
USA,e47a9,29a37,finished,"2019-04-03 00:00:00",direct
UK,e7f8f,2100c,finished,"2019-01-26 00:00:00",others
UK,e9fc8,c57cb,finished,"2019-02-01 00:00:00",direct
UK,f3ff1,3680c,finished,"2019-04-05 00:00:00",others
UK,f3ff1,faa96,finished,"2019-04-21 00:00:00",direct
UK,02ba8,d6de8,finished,"2019-02-01 00:00:00",direct
UK,2dcab,c23a3,cancelled,"2019-04-22 00:00:00",social
UK,30e09,dd08e,cancelled,"2019-04-29 00:00:00",direct
UK,4684b,127f0,cancelled,"2019-02-13 00:00:00",direct
UK,4684b,20afd,cancelled,"2019-05-10 00:00:00",others
UK,56e54,29963,finished,"2019-03-03 00:00:00",google
UK,6e629,02d09,finished,"2019-02-19 00:00:00",others
USA,6f5de,374f1,finished,"2019-04-17 00:00:00",direct
UK,7d74e,b3e7d,finished,"2019-04-16 00:00:00",social
UK,a3360,143af,finished,"2019-04-12 00:00:00",social
UK,c4296,040c3,finished,"2019-02-28 00:00:00",direct
UK,c9e2a,ad6ab,finished,"2019-01-04 00:00:00",google
UK,e37eb,86f15,finished,"2019-04-03 00:00:00",social
UK,0ce6e,bb398,finished,"2019-04-21 00:00:00",direct
UK,16dd7,3fb45,finished,"2019-02-22 00:00:00",google
USA,270af,ff736,finished,"2019-04-26 00:00:00",direct
UK,28acb,7980f,cancelled,"2019-03-24 00:00:00",direct
UK,28acb,6a8c7,finished,"2019-03-27 00:00:00",direct
UK,2c333,d716d,cancelled,"2019-04-27 00:00:00",google
UK,32905,b4668,finished,"2019-04-19 00:00:00",social
UK,36078,44750,finished,"2019-04-05 00:00:00",social
UK,45a73,01520,cancelled,"2019-04-27 00:00:00",google
UK,4cebd,3dfa1,finished,"2019-04-14 00:00:00",google
UK,5271e,5e7de,finished,"2019-04-11 00:00:00",social
UK,5953d,08391,finished,"2019-01-06 00:00:00",google
UK,8bdd0,cbff3,finished,"2019-02-25 00:00:00",others
UK,8bdd0,29b9b,finished,"2019-03-08 00:00:00",direct
UK,9cdcc,36fc5,finished,"2019-05-01 00:00:00",social
UK,aa8be,c8422,finished,"2018-11-30 00:00:00",google
UK,c3e3e,ce848,finished,"2019-04-11 00:00:00",social
USA,d748c,34ef6,finished,"2019-04-06 00:00:00",direct
UK,f8581,de227,finished,"2019-01-23 00:00:00",direct
UK,fc855,2f799,finished,"2019-04-05 00:00:00",direct
UK,1a5fb,c44cd,cancelled,"2019-02-27 00:00:00",google
UK,1a5fb,49754,finished,"2019-02-27 00:00:00",google
UK,1a5fb,936d8,cancelled,"2019-03-13 00:00:00",google
UK,218a1,c74bb,finished,"2019-03-03 00:00:00",direct
UK,39e90,7e3ae,finished,"2019-04-17 00:00:00",direct
UK,3d64d,74316,finished,"2019-02-27 00:00:00",direct
UK,41a20,f187e,finished,"2019-01-18 00:00:00",direct
UK,4358c,d2146,cancelled,"2019-01-18 00:00:00",google
UK,43ac4,67258,finished,"2019-04-16 00:00:00",social
UK,49093,cfc0d,finished,"2019-03-24 00:00:00",google
UK,5090b,022ff,finished,"2019-03-07 00:00:00",direct
UK,5a8e6,df13e,finished,"2019-04-28 00:00:00",google
UK,5c771,b64c3,cancelled,"2019-01-18 00:00:00",direct
UK,5c771,f87b5,cancelled,"2019-01-18 00:00:00",direct
UK,7cbcb,d18bc,finished,"2019-04-20 00:00:00",social
UK,7cbcb,f77f4,finished,"2019-04-20 00:00:00",direct
UK,7fc0c,499b1,finished,"2019-03-24 00:00:00",social
UK,7fd6a,a7c50,finished,"2019-02-11 00:00:00",others
UK,7fd6a,6d405,finished,"2019-02-15 00:00:00",others
UK,8162b,119eb,finished,"2019-02-28 00:00:00",direct
UK,8162b,5072b,finished,"2019-02-28 00:00:00",direct
USA,8da53,03b98,finished,"2019-04-01 00:00:00",direct
UK,920ea,b2eef,finished,"2019-02-11 00:00:00",direct
UK,a4d14,8361d,finished,"2019-02-25 00:00:00",direct
UK,cae19,77168,finished,"2019-03-10 00:00:00",social
UK,db130,703f5,finished,"2019-01-28 00:00:00",direct
UK,db130,d84f7,finished,"2019-02-25 00:00:00",direct
UK,e1701,8f737,finished,"2019-01-21 00:00:00",google
UK,12443,32d6c,finished,"2019-01-15 00:00:00",direct
UK,12443,6c8a5,finished,"2019-03-19 00:00:00",others
USA,1bf87,71e6b,finished,"2019-05-07 00:00:00",direct
UK,1c28b,1b842,finished,"2019-03-23 00:00:00",direct
UK,1c28b,08aa4,finished,"2019-04-08 00:00:00",google
UK,21ca4,f6980,cancelled,"2019-02-03 00:00:00",others
UK,5aa2d,93315,finished,"2018-12-02 00:00:00",direct
UK,5aa2d,c41b2,cancelled,"2018-12-23 00:00:00",direct
UK,60d6c,19157,finished,"2019-04-19 00:00:00",social
USA,9fdd7,7e524,finished,"2019-04-26 00:00:00",direct
UK,b1f3e,ccfae,finished,"2019-02-27 00:00:00",google
UK,ca885,f98f8,finished,"2019-02-01 00:00:00",direct
UK,ca885,ec25f,finished,"2019-02-03 00:00:00",direct
UK,dff7a,31045,finished,"2019-04-30 00:00:00",social
UK,03d22,e6644,finished,"2019-04-19 00:00:00",social
UK,03d22,4d831,finished,"2019-04-19 00:00:00",google
UK,03d22,e3e8a,finished,"2019-04-21 00:00:00",social
UK,06c14,5fa50,finished,"2019-01-18 00:00:00",direct
UK,13fff,f6451,cancelled,"2019-01-15 00:00:00",google
UK,30c68,30e35,finished,"2019-04-15 00:00:00",social
UK,327f7,399a1,finished,"2019-01-25 00:00:00",google
UK,327f7,864f7,finished,"2019-01-29 00:00:00",google
UK,327f7,957ba,finished,"2019-02-19 00:00:00",direct
UK,327f7,2a7b7,finished,"2019-03-16 00:00:00",others
UK,32d4e,bf6cc,finished,"2019-04-13 00:00:00",social
UK,5a21d,e279c,finished,"2018-12-31 00:00:00",direct
UK,5d2c2,4bf8e,finished,"2019-04-24 00:00:00",direct
UK,5d2c2,2681e,finished,"2019-04-28 00:00:00",direct
UK,61d73,18e3d,cancelled,"2019-03-27 00:00:00",google
UK,6b2db,faf3f,finished,"2019-03-03 00:00:00",direct
USA,92367,7a541,finished,"2019-03-16 00:00:00",direct
UK,9dd93,c79e1,finished,"2019-05-04 00:00:00",social
UK,c36ac,a1856,finished,"2019-03-16 00:00:00",direct
UK,c36ac,44b33,finished,"2019-03-28 00:00:00",direct
UK,f900b,e6ac1,finished,"2019-03-03 00:00:00",google
UK,04eb0,cc161,finished,"2019-03-17 00:00:00",google
UK,10a97,fe2c8,finished,"2019-02-22 00:00:00",direct
UK,1b90b,55152,finished,"2019-01-22 00:00:00",direct
UK,3405f,af6ce,cancelled,"2019-04-17 00:00:00",google
UK,4561f,012e8,finished,"2019-01-21 00:00:00",google
UK,470f5,04864,finished,"2019-01-09 00:00:00",direct
UK,5648c,823fd,finished,"2019-01-30 00:00:00",direct
